Type,State,QuestionID,Category,Question,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,CorrectIndex,Explanation
State-Specific,NE,NE-010,gdlLicensing,What unique permit does Nebraska offer for younger teens?,None,School permit at age 14 and 2 months,Farm permit at 12,Hardship permit at 13,B,1,Nebraska offers a School Permit (LPE) at age 14 years and 2 months allowing driving to and from school.
State-Specific,NE,NE-011,gdlLicensing,What happens if a Nebraska POP holder violates restrictions?,Warning only,License suspension for 2 weeks to 6 months,Points only,Fine only,B,1,Nebraska may suspend a POP for 2 weeks to 6 months for violating restrictions or traffic offenses.
State-Specific,NE,NE-012,gdlLicensing,Can Nebraska parents waive the passenger restriction for their teen?,No,Yes by signing a waiver form,Only for work purposes,Only after 3 months,B,1,Nebraska allows parents to sign a waiver allowing more passengers before the 6-month restriction ends.
State-Specific,NE,NE-013,cellPhone,What is Nebraska cell phone law for permit and POP holders?,Hands-free only,No cell phone use at all while driving,Same as adults,Texting only banned,B,1,Nebraska prohibits all cell phone use for permit and POP holders while driving.
State-Specific,NE,NE-014,cellPhone,What is Nebraska cell phone law for all drivers?,No restrictions,Handheld phones banned for all drivers,Texting ban only,Only in school zones,B,1,Nebraska bans all handheld phone use for all drivers effective 2024.
State-Specific,NE,NE-015,cellPhone,How is Nebraska hands-free law enforced?,Secondary offense,Primary offense,Warning only,Varies by county,B,1,Nebraska hands-free law is a primary offense meaning police can stop drivers solely for observed violations.
State-Specific,NE,NE-016,cellPhone,What are the penalties for cell phone violations in Nebraska?,25 dollars,First 200 dollars then 300 then 500,100 dollars,Warning first,B,1,Nebraska fines increase from 200 dollars for first offense to 300 for second and 500 for third and subsequent.
State-Specific,NE,NE-017,cellPhone,Does Nebraska add points for cell phone violations?,No,Yes 3 points per violation,Only for crashes,Only for repeat offenses,B,1,Nebraska adds 3 points to driving records for each cell phone violation.
State-Specific,NE,NE-018,cellPhone,Can Nebraska drivers use phones for GPS?,Only if mounted,Yes if used hands-free or with mount,No GPS use allowed,Only with voice commands,B,1,Nebraska allows GPS use if the phone is mounted or used hands-free. Holding the phone for any purpose is prohibited.
State-Specific,NE,NE-019,duiStateLaws,What is the standard BAC limit for adult drivers in Nebraska?,0.05 percent,0.08 percent,0.10 percent,0.06 percent,B,1,Nebraska standard BAC limit for adult drivers 21 and over is 0.08 percent.
State-Specific,NE,NE-020,duiStateLaws,What is Nebraska zero tolerance BAC limit for drivers under 21?,0.00 percent,0.02 percent,0.04 percent,0.05 percent,B,1,Nebraska has a 0.02 percent BAC limit for drivers under 21.
State-Specific,NE,NE-021,duiStateLaws,What is the BAC limit for commercial drivers in Nebraska?,0.08 percent,0.06 percent,0.04 percent,0.02 percent,C,2,Commercial drivers in Nebraska face a 0.04 percent BAC limit while operating commercial vehicles.
State-Specific,NE,NE-022,duiStateLaws,What happens if you refuse a BAC test in Nebraska?,Warning only,1 year license revocation,90 day suspension,Same as passing,B,1,Refusing a BAC test in Nebraska results in a 1-year license revocation.
State-Specific,NE,NE-023,duiStateLaws,How many years does Nebraska look back for repeat DUI offenses?,5 years,15 years,10 years,Lifetime,B,1,Nebraska uses a 15-year lookback period for determining repeat DUI offenses and enhanced penalties.
State-Specific,NE,NE-024,duiStateLaws,What is Nebraska implied consent law?,Consent to searches,Operating a vehicle constitutes consent to chemical testing,Consent to field tests,Consent to blood only,B,1,Nebraska implied consent means operating a vehicle constitutes automatic consent to chemical testing when lawfully arrested.
State-Specific,NE,NE-025,duiStateLaws,When does DUI become a felony in Nebraska?,Second offense,Third offense,Fourth offense within 15 years,Never,C,2,A fourth DUI within 15 years is a felony in Nebraska with significantly enhanced penalties.
State-Specific,NE,NE-026,duiStateLaws,What is required for all Nebraska DUI offenders?,Nothing special,Ignition interlock device,Community service only,Fines only,B,1,Nebraska requires ignition interlock devices for DUI offenders to regain driving privileges.
State-Specific,NE,NE-027,insurance,Is Nebraska an at-fault or no-fault insurance state?,No-fault,At-fault,Choice system,Hybrid,B,1,Nebraska is an at-fault state meaning the driver who caused an accident is responsible for damages.
State-Specific,NE,NE-028,insurance,Does Nebraska require liability insurance?,No it is optional,Yes liability insurance is mandatory,Only for new cars,Only for financed vehicles,B,1,Nebraska requires all drivers to maintain liability insurance and carry proof in their vehicle.
State-Specific,NE,NE-029,insurance,Must Nebraska drivers carry proof of insurance?,Only at registration,Yes at all times while operating a vehicle,Only for new cars,Only after accidents,B,1,Nebraska requires proof of insurance at all times and drivers must present it when requested by law enforcement.
State-Specific,NE,NE-030,insurance,What happens if you drive without insurance in Nebraska?,Warning only,Fines license and registration suspension,Points only,Small fine,B,1,Driving without insurance in Nebraska results in fines and suspension of both license and vehicle registration.
State-Specific,NE,NE-031,stateUnique,When must headlights be used in Nebraska?,Sunset to sunrise only,30 minutes after sunset to 30 minutes before sunrise and when visibility is under 500 feet,Only in rain,Only on highways,B,1,Nebraska requires headlights from 30 minutes after sunset to 30 minutes before sunrise and when visibility is under 500 feet.
State-Specific,NE,NE-032,stateUnique,What is Nebraska Move Over law?,Emergency vehicles only,Slow down and move over for emergency and highway maintenance vehicles,Police only,No move over law,B,1,Nebraska requires slowing down and moving over for emergency vehicles and highway maintenance vehicles with flashing lights.
State-Specific,NE,NE-033,stateUnique,What is the maximum speed limit on Nebraska interstate highways?,70 mph,75 mph,80 mph,65 mph,B,1,Nebraska maximum speed limit on rural interstate highways is 75 mph.
State-Specific,NE,NE-034,stateUnique,What should Nebraska drivers know about severe weather?,Mild climate,Severe thunderstorms tornadoes and blizzards are possible,Only winter storms,Rarely severe,B,1,Nebraska experiences severe weather including thunderstorms tornadoes and blizzards. Know emergency procedures and monitor weather conditions.
State-Specific,NE,NE-035,stateUnique,What is Nebraska law regarding school buses?,Stop only on same side,Stop in both directions unless on divided highway or 4 or more lanes,Slow to 20 mph,Stop only if signaled,B,1,Nebraska requires all traffic from both directions to stop for school buses unless on a divided highway or roadway of 4 or more lanes.
State-Specific,NE,NE-036,stateUnique,Are right turns on red permitted in Nebraska?,Never,Yes after complete stop unless prohibited,Only outside Omaha,Only with arrow,B,1,Right turns on red are permitted in Nebraska after a complete stop unless a sign prohibits it.
State-Specific,NE,NE-037,stateUnique,What should Nebraska drivers watch for in agricultural areas?,Nothing special,Slow farm equipment and livestock on roads,Only during harvest,Only on county roads,B,1,Nebraska has extensive agricultural areas with slow-moving farm equipment and occasional livestock on roads.
State-Specific,NE,NE-038,stateUnique,What is unique about driving in western Nebraska?,Same as everywhere,Long distances between services and changeable weather,Lower speed limits,More traffic,B,1,Western Nebraska features long distances between services and rapidly changeable weather. Carry supplies and fuel up when possible.
State-Specific,NE,NE-039,stateUnique,How close can you park to a fire hydrant in Nebraska?,10 feet,15 feet,20 feet,5 feet,B,1,Nebraska law prohibits parking within 15 feet of a fire hydrant.
State-Specific,NE,NE-040,stateUnique,What should Nebraska drivers know about deer?,Not a concern,High deer population with many vehicle collisions especially November,Only in parks,Marked crossings only,B,1,Nebraska has a high deer population. Be especially alert during November mating season and at dawn and dusk.
State-Specific,NV,NV-001,gdlLicensing,At what age can a Nevada teen obtain a learner's permit?,14,15 and a half,16,15,B,1,Nevada issues learner's permits at age 15 and a half.
State-Specific,NV,NV-002,gdlLicensing,How long must a Nevada teen hold a learner's permit?,3 months,6 months,1 year,50 hours of practice,B,1,Nevada requires teens to hold a learner's permit for at least 6 months before road testing.
State-Specific,NV,NV-003,gdlLicensing,How many hours of supervised driving practice are required in Nevada?,30 hours,50 hours,40 hours,100 hours,B,1,Nevada requires 50 hours of supervised driving practice including 10 hours at night.
State-Specific,NV,NV-004,gdlLicensing,At what age can a Nevada teen obtain a restricted license?,15 and a half,16,17,16 and a half,B,1,Nevada teens can obtain a restricted license at age 16 after completing all permit requirements.
State-Specific,NV,NV-005,gdlLicensing,What are the nighttime restrictions for Nevada restricted license holders?,10pm to 5am,10pm to 5am for first 6 months,Midnight to 5am,11pm to 6am,B,1,Nevada restricted license holders cannot drive between 10pm and 5am during the first 6 months unless for work school or emergencies.
State-Specific,NV,NV-006,gdlLicensing,How many passengers can a Nevada restricted driver carry?,No limit,No passengers under 18 for first 6 months unless family,1 passenger,Only immediate family,B,1,During the first 6 months Nevada restricted drivers may not carry passengers under 18 unless immediate family.
State-Specific,NV,NV-007,gdlLicensing,At what age can a Nevada driver obtain a full license?,17,18,21,16 and a half,B,1,Nevada drivers can obtain a full unrestricted license at age 18.
State-Specific,NV,NV-008,gdlLicensing,Who must supervise a Nevada permit holder?,Any licensed driver,Licensed driver 21 or older,Parent only,Licensed driver 25 or older,B,1,Nevada permit holders must be supervised by a licensed driver at least 21 years old.
State-Specific,NV,NV-009,gdlLicensing,Is driver education required in Nevada?,Yes for all under 18,Yes for all first-time drivers under 18,Only for permit holders under 16,No it is optional,B,1,Nevada requires driver education for all first-time drivers under 18.
State-Specific,NV,NV-010,gdlLicensing,What happens if a Nevada teen driver violates restrictions?,Warning only,30-day license suspension,Points only,Fine only,B,1,Violating GDL restrictions in Nevada results in a 30-day license suspension.
State-Specific,NV,NV-011,gdlLicensing,Can Nevada parents add restrictions to their teen's license?,No state rules only,Yes by notifying DMV,Only first 30 days,Only for curfew,B,1,Nevada parents can request additional restrictions on their teen's license through the DMV.
State-Specific,NV,NV-012,gdlLicensing,What must Nevada parents certify for their teen?,Nothing required,Completion of 50 hours supervised driving,Insurance only,School attendance,B,1,Nevada parents must certify their teen has completed 50 hours of supervised driving including 10 hours at night.
State-Specific,NV,NV-013,cellPhone,What is Nevada cell phone law for drivers under 18?,Hands-free only,No cell phone use at all while driving,Same as adults,Texting only banned,B,1,Nevada prohibits all cell phone use for drivers under 18 while driving.
State-Specific,NV,NV-014,cellPhone,What is Nevada cell phone law for all drivers?,No restrictions,Handheld phones banned for all drivers,Texting ban only,Only in work zones,B,1,Nevada bans all handheld phone use for all drivers. Hands-free devices are required.
State-Specific,NV,NV-015,cellPhone,How is Nevada hands-free law enforced?,Secondary offense,Primary offense,Warning only,Varies by county,B,1,Nevada hands-free law is a primary offense meaning police can stop drivers solely for observed violations.
State-Specific,NV,NV-016,cellPhone,What are the penalties for cell phone violations in Nevada?,25 dollars,50 dollars first up to 250 for subsequent,100 dollars,Warning first,B,1,Nevada fines start at 50 dollars for first offense and can reach 250 dollars for subsequent violations.
State-Specific,NV,NV-017,cellPhone,Does Nevada add points for cell phone violations?,No,Yes 4 demerit points,Only for crashes,Only for repeat offenses,B,1,Nevada adds 4 demerit points for cell phone violations which can affect license status.
State-Specific,NV,NV-018,cellPhone,Are there work zone penalties for cell phone use in Nevada?,No same as everywhere,Yes doubled fines in work zones,Triple fines,License suspension,B,1,Nevada doubles fines for cell phone violations in active work zones.
State-Specific,NV,NV-019,duiStateLaws,What is the standard BAC limit for adult drivers in Nevada?,0.05 percent,0.08 percent,0.10 percent,0.06 percent,B,1,Nevada standard BAC limit for adult drivers 21 and over is 0.08 percent.
State-Specific,NV,NV-020,duiStateLaws,What is Nevada zero tolerance BAC limit for drivers under 21?,0.00 percent,0.02 percent,0.04 percent,0.05 percent,B,1,Nevada has a 0.02 percent BAC limit for drivers under 21.
State-Specific,NV,NV-021,duiStateLaws,What is the BAC limit for commercial drivers in Nevada?,0.08 percent,0.06 percent,0.04 percent,0.02 percent,C,2,Commercial drivers in Nevada face a 0.04 percent BAC limit while operating commercial vehicles.
State-Specific,NV,NV-022,duiStateLaws,What happens if you refuse a BAC test in Nevada?,Warning only,1 year license revocation,90 day suspension,Same as passing,B,1,Refusing a BAC test in Nevada results in a 1-year license revocation.
State-Specific,NV,NV-023,duiStateLaws,How many years does Nevada look back for repeat DUI offenses?,5 years,7 years,10 years,Lifetime,B,1,Nevada uses a 7-year lookback period for determining repeat DUI offenses and enhanced penalties.
State-Specific,NV,NV-024,duiStateLaws,What is Nevada implied consent law?,Consent to searches,Operating a vehicle constitutes consent to chemical testing,Consent to field tests,Consent to blood only,B,1,Nevada implied consent means driving constitutes automatic consent to chemical testing when lawfully arrested.
State-Specific,NV,NV-025,duiStateLaws,When does DUI become a felony in Nevada?,Second offense,Third offense within 7 years,Fourth offense,Never,B,1,A third DUI within 7 years is a felony in Nevada with significantly enhanced penalties.
State-Specific,NV,NV-026,duiStateLaws,Can Nevada police obtain blood draws without consent?,No warrant required,Yes if exigent circumstances or with warrant,Never without consent,Only for felony DUI,B,1,Nevada police can obtain blood draws with a warrant or in exigent circumstances if breath test is refused.
State-Specific,NV,NV-027,insurance,Is Nevada an at-fault or no-fault insurance state?,No-fault,At-fault,Choice system,Hybrid,B,1,Nevada is an at-fault state meaning the driver who caused an accident is responsible for damages.
State-Specific,NV,NV-028,insurance,Does Nevada require liability insurance?,No it is optional,Yes liability insurance is mandatory,Only for new cars,Only for financed vehicles,B,1,Nevada requires all drivers to maintain liability insurance and carry proof in their vehicle.
State-Specific,NV,NV-029,insurance,Must Nevada drivers carry proof of insurance?,Only at registration,Yes at all times while operating a vehicle,Only for new cars,Only after accidents,B,1,Nevada requires proof of insurance at all times and drivers must present it when requested by law enforcement.
State-Specific,NV,NV-030,insurance,What happens if you drive without insurance in Nevada?,Warning only,Fine and license and registration suspension,Points only,Small fine,B,1,Driving without insurance in Nevada results in fines and suspension of both license and registration.
State-Specific,NV,NV-031,stateUnique,When must headlights be used in Nevada?,Sunset to sunrise only,30 minutes after sunset to 30 minutes before sunrise and when visibility is under 1000 feet,Only in rain,Only on highways,B,1,Nevada requires headlights from 30 minutes after sunset to 30 minutes before sunrise and when visibility is under 1000 feet.
State-Specific,NV,NV-032,stateUnique,What is Nevada Move Over law?,Emergency vehicles only,Slow down and move over for emergency and service vehicles,Police only,No move over law,B,1,Nevada requires slowing down and moving over for emergency vehicles and service vehicles with flashing lights.
State-Specific,NV,NV-033,stateUnique,What is the maximum speed limit on Nevada interstate highways?,70 mph,80 mph,75 mph,65 mph,B,1,Nevada maximum speed limit on some rural interstate highways is 80 mph.
State-Specific,NV,NV-034,stateUnique,What should Nevada drivers know about desert driving?,No special concerns,Extreme heat can cause tire blowouts and vehicle overheating,Only in summer,Same as everywhere,B,1,Nevada desert driving exposes vehicles to extreme heat. Check tires and coolant and carry water for both vehicle and passengers.
State-Specific,NV,NV-035,stateUnique,What is Nevada law regarding school buses?,Stop only on same side,Stop in both directions unless divided by barrier or 3 or more lanes,Slow to 20 mph,Stop only if signaled,B,1,Nevada requires all traffic from both directions to stop for school buses unless separated by a physical barrier or three or more lanes.
State-Specific,NV,NV-036,stateUnique,Are right turns on red permitted in Nevada?,Never,Yes after complete stop unless prohibited,Only outside Las Vegas,Only with arrow,B,1,Right turns on red are permitted in Nevada after a complete stop unless a sign prohibits it.
State-Specific,NV,NV-037,stateUnique,What should Nevada drivers know about Las Vegas area traffic?,Standard driving,Heavy tourist traffic unique road layouts and pedestrians require extra attention,No special concerns,Lower speed limits,B,1,Las Vegas has heavy tourist traffic complex resort area road layouts and many pedestrians. Exercise extra caution especially on the Strip.
State-Specific,NV,NV-038,stateUnique,What are Nevada laws on passing on the right?,Never permitted,Permitted on multi-lane roads when safe,Only on highways,Only in cities,B,1,Nevada permits passing on the right on roads with two or more lanes in the same direction when safe.
State-Specific,NV,NV-039,stateUnique,How close can you park to a fire hydrant in Nevada?,10 feet,15 feet,20 feet,5 feet,B,1,Nevada law prohibits parking within 15 feet of a fire hydrant.
State-Specific,NV,NV-040,stateUnique,What should Nevada drivers know about dust storms?,They do not occur,Pull off road completely and turn off lights during dust storms,Drive through quickly,Only in rural areas,B,1,Nevada experiences dust storms. Pull completely off the road turn off all lights and wait for the storm to pass.
State-Specific,NH,NH-001,gdlLicensing,At what age can a New Hampshire teen obtain a learner's permit?,14,15 and a half,16,15,B,1,New Hampshire issues learner's permits at age 15 and a half.
State-Specific,NH,NH-002,gdlLicensing,How long must a New Hampshire teen hold a learner's permit?,6 months,12 months,9 months,3 months,A,0,New Hampshire requires teens to hold a learner's permit for at least 6 months before road testing.
State-Specific,NH,NH-003,gdlLicensing,How many hours of supervised driving practice are required in New Hampshire?,20 hours,40 hours with 10 at night,30 hours,50 hours,B,1,New Hampshire requires 40 hours of supervised driving practice including 10 hours at night.
State-Specific,NH,NH-004,gdlLicensing,At what age can a New Hampshire teen obtain a youth operator license?,15 and a half,16,17,16 and a half,B,1,New Hampshire teens can obtain a youth operator license at age 16 after completing all requirements.
State-Specific,NH,NH-005,gdlLicensing,What are the nighttime restrictions for New Hampshire youth operators?,10pm to 5am,1am to 4am,Midnight to 5am,11pm to 5am,B,1,New Hampshire youth operators cannot drive between 1am and 4am unless for work school or emergencies.
State-Specific,NH,NH-006,gdlLicensing,How many passengers can a New Hampshire youth operator carry in first 6 months?,No limit,No more than 1 passenger under 25 unless family,2 passengers,Only family members,B,1,During the first 6 months New Hampshire youth operators may carry only 1 passenger under 25 unless family or with adult supervision.
State-Specific,NH,NH-007,gdlLicensing,At what age can a New Hampshire driver obtain a full license?,17,18,21,16 and a half,B,1,New Hampshire drivers can obtain a full unrestricted license at age 18.
State-Specific,NH,NH-008,gdlLicensing,Who must supervise a New Hampshire permit holder?,Any licensed driver,Licensed driver 25 or older or licensed parent or guardian,Parent only,Any adult,B,1,New Hampshire permit holders must be supervised by a parent guardian spouse 25 or older or licensed adult 25 or older.
State-Specific,NH,NH-009,gdlLicensing,Is driver education required in New Hampshire?,No it is optional,Yes for all drivers under 18,Only for permit holders under 16,Only after violations,B,1,New Hampshire requires driver education for all drivers under 18 to obtain a license.
State-Specific,NH,NH-010,gdlLicensing,What happens if a New Hampshire youth operator commits a violation?,Warning only,20-day suspension for first then 45 then 90,Points only,Fine only,B,1,New Hampshire imposes progressive suspensions: 20 days for first violation 45 for second 90 for third.
State-Specific,NH,NH-011,gdlLicensing,Can New Hampshire parents restrict their teen's driving further?,No state rules only,Yes by notifying DMV in writing,Only first 30 days,Only for curfew,B,1,New Hampshire parents can add restrictions to their teen's license by notifying the DMV in writing.
State-Specific,NH,NH-012,gdlLicensing,What is unique about New Hampshire adult driver licensing?,Same as other states,No mandatory insurance requirement for adults,Higher age requirement,No road test,B,1,New Hampshire is the only state that does not require adults to carry auto insurance though financial responsibility laws apply.
State-Specific,NH,NH-013,cellPhone,What is New Hampshire cell phone law for drivers under 18?,Hands-free only,No cell phone use at all while driving,Same as adults,Texting only banned,B,1,New Hampshire prohibits all cell phone use for drivers under 18 while driving.
State-Specific,NH,NH-014,cellPhone,What is New Hampshire cell phone law for all drivers?,No restrictions,Handheld phones banned for all drivers,Texting ban only,Only in school zones,B,1,New Hampshire bans all handheld phone use for all drivers effective 2015.
State-Specific,NH,NH-015,cellPhone,How is New Hampshire hands-free law enforced?,Secondary offense,Primary offense,Warning only,Varies by town,B,1,New Hampshire hands-free law is a primary offense meaning police can stop drivers solely for observed violations.
State-Specific,NH,NH-016,cellPhone,What are the penalties for cell phone violations in New Hampshire?,25 dollars,100 dollars first 250 second 500 third,50 dollars,Warning first,B,1,New Hampshire fines are 100 dollars for first offense 250 for second and 500 for third and subsequent.
State-Specific,NH,NH-017,cellPhone,Can New Hampshire drivers use phones while stopped?,No,Yes only when vehicle is parked or stopped for traffic control,Only at red lights,Only for emergencies,B,1,New Hampshire allows phone use only when the vehicle is lawfully parked or temporarily stopped for traffic control like a red light.
State-Specific,NH,NH-018,cellPhone,What exceptions exist for New Hampshire cell phone law?,None,Emergency calls and hands-free use,GPS only,Calls only,B,1,New Hampshire allows emergency calls to 911 and hands-free device use.
State-Specific,NH,NH-019,duiStateLaws,What is the standard BAC limit for adult drivers in New Hampshire?,0.05 percent,0.08 percent,0.10 percent,0.06 percent,B,1,New Hampshire standard BAC limit for adult drivers 21 and over is 0.08 percent.
State-Specific,NH,NH-020,duiStateLaws,What is New Hampshire zero tolerance BAC limit for drivers under 21?,0.00 percent,0.02 percent,0.04 percent,0.05 percent,B,1,New Hampshire has a 0.02 percent BAC limit for drivers under 21.
State-Specific,NH,NH-021,duiStateLaws,What is the BAC limit for commercial drivers in New Hampshire?,0.08 percent,0.06 percent,0.04 percent,0.02 percent,C,2,Commercial drivers in New Hampshire face a 0.04 percent BAC limit while operating commercial vehicles.
State-Specific,NH,NH-022,duiStateLaws,What happens if you refuse a BAC test in New Hampshire?,Warning only,180-day license suspension,30 day suspension,Same as passing,B,1,Refusing a BAC test in New Hampshire results in a 180-day license suspension for the first refusal.
State-Specific,NH,NH-023,duiStateLaws,How many years does New Hampshire look back for repeat DUI offenses?,5 years,10 years,7 years,Lifetime,B,1,New Hampshire uses a 10-year lookback period for determining repeat DUI offenses and enhanced penalties.
State-Specific,NH,NH-024,duiStateLaws,What is New Hampshire implied consent law?,Consent to searches,Driving constitutes consent to chemical testing,Consent to field tests,Consent to blood only,B,1,New Hampshire implied consent means driving constitutes automatic consent to chemical testing when lawfully arrested.
State-Specific,NH,NH-025,duiStateLaws,What is New Hampshire's term for impaired driving?,DUI,DWI,OWI,OVUII,B,1,New Hampshire uses the term DWI which stands for Driving While Intoxicated.
State-Specific,NH,NH-026,duiStateLaws,When does DWI become a felony in New Hampshire?,Second offense,Third offense,Fourth offense within 10 years,Never,C,2,A fourth DWI within 10 years is a felony in New Hampshire with significantly enhanced penalties.
State-Specific,NH,NH-027,insurance,Is New Hampshire an at-fault or no-fault insurance state?,No-fault,At-fault,Choice system,No insurance required,B,1,New Hampshire is an at-fault state. It is unique in not requiring insurance but drivers must demonstrate financial responsibility.
State-Specific,NH,NH-028,insurance,Does New Hampshire require liability insurance?,Yes like all states,No but financial responsibility required if involved in accident,Only for new cars,Only for financed vehicles,B,1,New Hampshire does not require insurance but drivers must show financial responsibility after an accident or face license suspension.
State-Specific,NH,NH-029,insurance,What happens if an uninsured New Hampshire driver causes an accident?,Nothing,Must pay damages or face license and registration suspension,Small fine only,Points only,B,1,Uninsured New Hampshire drivers who cause accidents must pay damages or face suspension of license and registration.
State-Specific,NH,NH-030,insurance,Is insurance recommended even though not required in New Hampshire?,Not necessary,Yes strongly recommended for financial protection,Only for new cars,Only for valuable cars,B,1,While not required insurance is strongly recommended in New Hampshire to protect against financial liability from accidents.
State-Specific,NH,NH-031,stateUnique,When must headlights be used in New Hampshire?,Sunset to sunrise only,30 minutes after sunset to 30 minutes before sunrise and in poor visibility,Only in rain,Only on highways,B,1,New Hampshire requires headlights from 30 minutes after sunset to 30 minutes before sunrise and when visibility is reduced.
State-Specific,NH,NH-032,stateUnique,What is New Hampshire Move Over law?,Emergency vehicles only,Slow down and move over for emergency and highway safety vehicles,Police only,No move over law,B,1,New Hampshire requires slowing down and moving over for emergency vehicles and highway safety vehicles with flashing lights.
State-Specific,NH,NH-033,stateUnique,What is the maximum speed limit on New Hampshire interstate highways?,65 mph,70 mph,75 mph,55 mph,B,1,New Hampshire maximum speed limit on interstate highways is 70 mph on designated sections.
State-Specific,NH,NH-034,stateUnique,What should New Hampshire drivers know about moose?,They are rare,Moose collisions are a serious hazard especially at night,Only in parks,Marked crossings only,B,1,New Hampshire has a significant moose population. Moose-vehicle collisions can be fatal. Be especially alert at night and dawn or dusk.
State-Specific,NH,NH-035,stateUnique,What is New Hampshire law regarding school buses?,Stop only on same side,Stop in both directions unless divided by barrier,Slow to 20 mph,Stop only if signaled,B,1,New Hampshire requires all traffic from both directions to stop for school buses with flashing red lights unless separated by a physical barrier.
State-Specific,NH,NH-036,stateUnique,Are right turns on red permitted in New Hampshire?,Never,Yes after complete stop unless prohibited,Only outside cities,Only with arrow,B,1,Right turns on red are permitted in New Hampshire after a complete stop unless a sign prohibits it.
State-Specific,NH,NH-037,stateUnique,What should New Hampshire drivers know about winter driving?,Mild winters,Severe winters with snow and ice requiring winter driving preparation,Snow is rare,Chains required,B,1,New Hampshire winters are severe with heavy snow and ice. Use proper tires reduce speed and be prepared for mountain weather.
State-Specific,NH,NH-038,stateUnique,What is unique about New Hampshire's motto regarding driving?,No special meaning,Live Free or Die but driving laws still apply,No seat belt requirement,No helmet law,B,1,Despite the Live Free or Die motto New Hampshire does have driving laws. Adults are not required to wear seat belts but drivers under 18 must.
State-Specific,NH,NH-039,stateUnique,How close can you park to a fire hydrant in New Hampshire?,10 feet,10 feet,15 feet,20 feet,B,1,New Hampshire law prohibits parking within 10 feet of a fire hydrant.
State-Specific,NH,NH-040,stateUnique,What should New Hampshire drivers know about fall foliage season?,No impact on driving,Heavy tourist traffic on scenic routes requires patience,Roads close for leaves,Lower speed limits,B,1,Fall foliage season brings heavy tourist traffic to scenic routes. Allow extra time and exercise patience on mountain roads.
State-Specific,NJ,NJ-001,gdlLicensing,At what age can a New Jersey teen obtain a learner's permit?,15,16,17,14,B,1,New Jersey issues learner's permits at age 16 one of the oldest permit ages in the nation.
State-Specific,NJ,NJ-002,gdlLicensing,How long must a New Jersey teen hold a learner's permit?,3 months,6 months,1 year,9 months,B,1,New Jersey requires teens to hold a learner's permit for at least 6 months before road testing.
State-Specific,NJ,NJ-003,gdlLicensing,How many hours of supervised driving practice are required in New Jersey?,50 hours,6 hours with instructor,40 hours,30 hours,A,0,New Jersey requires a minimum of 6 hours with an instructor but recommends 50 hours total supervised practice.
State-Specific,NJ,NJ-004,gdlLicensing,At what age can a New Jersey teen obtain a probationary license?,16 and a half,17,18,16,B,1,New Jersey teens can obtain a probationary license at age 17 after completing all requirements.
State-Specific,NJ,NJ-005,gdlLicensing,What are the nighttime restrictions for New Jersey probationary drivers?,10pm to 5am,11:01pm to 5am,Midnight to 5am,9pm to 6am,B,1,New Jersey probationary drivers cannot drive between 11:01pm and 5am.
State-Specific,NJ,NJ-006,gdlLicensing,How many passengers can a New Jersey probationary driver carry?,No limit,1 passenger plus dependents unless with parent,2 passengers,Only family members,B,1,New Jersey probationary drivers may carry only 1 passenger plus dependents unless accompanied by parent or guardian.
State-Specific,NJ,NJ-007,gdlLicensing,At what age can a New Jersey driver obtain a full basic license?,18,21,19,17,B,1,New Jersey drivers can obtain a full basic license at age 21 though some restrictions lift at 18.
State-Specific,NJ,NJ-008,gdlLicensing,Who must supervise a New Jersey permit holder?,Any licensed driver,Licensed driver 21 or older with 3 years experience,Parent only,Any adult,B,1,New Jersey permit holders must be supervised by a licensed driver at least 21 years old with at least 3 years of experience.
State-Specific,NJ,NJ-009,gdlLicensing,Is driver education required in New Jersey?,No it is optional,Yes 6 hours behind-the-wheel required for all under 18,Only classroom portion,Only for those under 17,B,1,New Jersey requires 6 hours of behind-the-wheel training with a certified instructor for all drivers under 18.
State-Specific,NJ,NJ-010,gdlLicensing,What must New Jersey probationary drivers display on their vehicle?,Nothing required,Reflective decals on front and rear plates,Student driver sign,Permit in window,B,1,New Jersey requires probationary and permit drivers to display reflective decals on their license plates.
State-Specific,NJ,NJ-011,gdlLicensing,What happens if a New Jersey probationary driver violates restrictions?,Warning only,License postponement for each violation,Points only,Fine only,B,1,New Jersey postpones the date for obtaining a basic license for each GDL violation.
State-Specific,NJ,NJ-012,gdlLicensing,What are the GDL decal colors in New Jersey?,Green and yellow,Red reflective,Blue and white,Orange and black,B,1,New Jersey requires red reflective decals to be displayed by GDL drivers on their license plates.
State-Specific,NJ,NJ-013,cellPhone,What is New Jersey cell phone law for permit and probationary drivers?,Hands-free only,No cell phone use at all while driving,Same as adults,Texting only banned,B,1,New Jersey prohibits all cell phone use for permit and probationary license holders while driving.
State-Specific,NJ,NJ-014,cellPhone,What is New Jersey cell phone law for all drivers?,No restrictions,Handheld phones banned for all drivers,Texting ban only,Only in school zones,B,1,New Jersey bans all handheld phone use for all drivers.
State-Specific,NJ,NJ-015,cellPhone,How is New Jersey hands-free law enforced?,Secondary offense,Primary offense,Warning only,Varies by county,B,1,New Jersey hands-free law is a primary offense meaning police can stop drivers solely for observed violations.
